CODE,CLAS,CNAME,SPEC,BARCODE,PRICE,CQTY
899,08-4,我(寶貝心/道聲),150,9789864003587,150,4
GAV001,09-3,十架_質感木框浮雕畫(華宣),990,4711342383145,990,1
CM02,02-3,十誡倫理觀-永恆的叮嚀(陳勝全),350,9789869683678,350,29
0921,07-2,愛之語-增訂版(中主),320,9789575508661,320,2
593,08-4,依莉的娃娃(道聲繪本),240,9789867460875,240,2
957,08-4,善良小狼(道聲繪本),380,9789864004584,380,1
FB019,07-4,一個名叫天堂的地方(宇宙光),450,9789577276223,450,1
PB31,09-1,雙背喜樂包－奶油酥,1200/899,4719998880315,899,302
PB32,09-1,雙背喜樂包－芝麻糊,1200/899,4719998880322,899,132
ABE107,09-3,PEACE鯨魚/絨毛地墊(華宣),499,4711342383909,499,1
ABE108,09-3,HOPE花/絨毛地墊(華宣),499,4711342383916,499,1
ABE109,09-3,TRUST日出/絨毛地墊(華宣),499,4711342383923,499,1
MR001,09-3,花束／摺疊立鏡(華宣),120,957995713,120,0
GS013,09-3,愛心／福氣羊羊掛飾(華宣),69,957995728,69,0
0924,07-2,單身愛之語(中主),320,9789575508692,320,2
IB711,07-3,我的牧師生了抑鬱症(基道),430,9789624576405,430,1
9789864004980,07-2,非他不可(道聲),380,9789864004980,380,1
APR001,09-3,AMEN阿們黑/圍裙(華宣),250,4711342384876,250,2
CM05,02-3,2025雙日曆(迦密),690,4713254651336,690,0
CHT0217,08-1,謝謝天父幼兒聖經(漢語),390,9789888733217,390,2
966,07-1,跟耶穌學時間管理(道聲),360,9789864004973,360,1
682-1,08-4,堇花奶奶的秘密(道聲繪本),300,9789864004935,300,1
964,08-4,牛蒡醫生忙碌的一天(道聲繪本),280,9789864004904,280,0
H007G,05-1,469首注音簡譜讚美詩．春鹿．綠,250,4718007102509,250,50
H007Y,05-1,469首注音簡譜讚美詩．秋熊．黃,250,4718007402500,250,38
CHT0307,08-1,神奇水筆繪本-耶穌誕生了(漢語),340,9789888469307,340,0
CHT0284,08-1,神奇水筆繪本-上帝的創造(漢語),340,9789888469284,340,0
GBA001,09-3,禱告的熊/壓克力造型尺(華宣),49,4711342384845,49,0
GBA002,09-3,福氣羊羊/壓克力造型尺(華宣),49,4711342384852,49,0
GBA003,09-3,幸福小狗/壓克力造型尺(華宣),49,4711342384869,49,0
WAD002,09-3,公主/手繪透明貼紙(華宣),39,4711342383480,39,10
WAD001,09-3,王子/手繪透明貼紙(華宣),39,4711342383473,39,5
W977A01,09-3,你是窯匠/手繪透明貼紙(華宣),49,4711342385347,49,11
CM11,02-3,奔向日出之地(林慧瑛),900,9789869683685,900,25
LT200,09-1,龍潭建堂奉獻-慈繩愛索200,200,4710012202007,200,8
S075R,04-1,真耶穌教會名牌帶-紅色,15,S075R,15,125
JE2-3,11,幼年班習作本2-3(宗教教育教材),200,je2-3,200,5
JM2-3,11,幼年班教員本2-3(宗教教育教材),250,jm2-3,250,5
JW2-3,11,幼年班學員本2-3(宗教教育教材),200,jw2-3,200,5
KE2-3,11,幼兒班習作本2-3(宗教教育教材),200,ke2-3,200,4
KG2-3,11,幼兒班教具本2-3(宗教教育教材),450,kg2-3,450,3
KM2-3,11,幼兒班教員本2-3(宗教教育教材),250,km2-3,250,0
KP2-3,11,幼兒班掛圖2-3(宗教教育教材),400,kp2-3,400,3
SE2-3,11,少年班習作本2-3(宗教教育教材),200,se2-3,200,5
SM2-3,11,少年班教員本2-3(宗教教育教材),250,sm2-3,250,4
SW2-3,11,少年班學員本2-3(宗教教育教材),200,sw2-3,200,5
CUP01,09-5,彈蓋保溫瓶(六月夏天),350,4710321163501,350,7
CUP02,09-5,質感玻璃水杯330ml(六月夏天),120,4710321160029,120,3
CUP03,09-5,為小事感謝玻璃杯500ml/六月夏天,149,4710321160036,149,0
CUP04B,09-5,冰霸杯(大/黑)(六月夏天),380,4710321160418,380,1
CUP04W,09-5,冰霸杯(大/奶白)(六月夏天),380,4710321160432,380,0
BJC48207-01,09-2,方格雙圈筆記25K-藍(四季),95,4713027410160,95,1
BJC41207-01,09-2,橫線雙圈筆記25K-白(四季),95,4713027410153,95,0
C281,02-1,深感安慰的信-林後(陳殿晃著),350,9786269793617,350,366
R,12,紅利,-1,R,-30,-2028
GBH001,09-3,陶瓷杯-祈禱的熊(華宣),220,4711342385514,220,3
GBH002,09-3,陶瓷杯-生命的糧(華宣),220,4711342385521,220,2
BJ001,09-3,燙金線裝筆記本(十架/極黑)-華宣,70,957995837,70,0
BJ002,09-3,燙金線裝筆記本(花束/墨蘭)-華宣,70,957995838,70,0
712-2,09-3,華宣99元特價品,99,4717122000998,99,1
MR002,09-3,笑臉／摺疊立鏡(華宣),120,957995714,120,0
CM022,07-1,如果把耶穌的話當真(格子外面),380,9786269832606,380,1
H184,05-1,樂譜／心中的王,10,h184,10,951
H185,05-1,樂譜／主，我願像你,20,h185,20,960
H186,05-1,樂譜／軟弱者的禱告,20,h186,20,964
H187,05-1,樂譜／親愛的主,10,h187,10,936
H190,05-1,樂譜／因你已勝過這世界,20,h190,20,958
H188,05-1,樂譜／因為有你(套譜四版本),20,h188,20,970
PG27,09-1,小台MP3-聖經播放器,特價850,4711607278506,850,28
PG27-1,09-1,大台螢幕-聖經播放器,特價1300,4711607270012,1300,1
H-ALL2,05-1,全套創作樂譜(目錄版),999,H-ALL2,999,5
SE2-4,11,少年班習作本2-4(宗教教育教材),200,se2-4,200,5
9789888820887,07-5,信，你是否忘記了(證主),590,9789888820887,590,1
PG28,09-1,聖經大滿貫Bible Slam(美總),1000/特價699,4711607286990,699,-11
SR97ARTIZ4.101,01,花紋咖-特大拉鍊索引聖經(斷版),2100,9786267287293,2100,0
SR97ARTIZ2.201,01,禱告藍-特大拉鍊索引聖經(聖資),2100,9786267287262,2100,1
PG29-1,09-1,十誡圖畫木框(中文版),1500/特價990,PG29-1,990,-1
PG29-2,09-1,十誡圖畫木框(英文版),1500/特價990,PG29-2,990,0
PI001,09-3,祝福胸章_愛心(華宣),50/特價45,957995919,50,0
PI002,09-3,祝福胸章_氣球(華宣),50/特價45,957995920,50,1
PI003,09-3,祝福胸章_手(華宣),50/特價45,957995921,50,0
PI004,09-3,祝福胸章_飛鳥(華宣),50/特價45,957995922,50,0
PI005,09-3,祝福胸章_花束(華宣),50/特價45,957995923,50,0
PI006,09-3,祝福胸章_山脈(華宣),50/特價45,957995924,50,1
PI009,09-3,祝福胸章_帆船(華宣),50/特價45,957995927,50,0
PI008,09-3,祝福胸章_麵包(華宣),50/特價45,957995926,50,0
PI007,09-3,祝福胸章_光(華宣),50/特價45,957995925,50,0
SE3-1,11,少年班習作本3-1(宗教教育教材),200,se3-1,200,3
SW3-1,11,少年班學員本3-1(宗教教育教材),200,sw3-1,200,4
JM3-1,11,幼年班教員本3-1(宗教教育教材),250,jm3-1,250,1
JE3-1,11,幼年班習作本3-1(宗教教育教材),200,je3-1,200,1
JW3-1,11,幼年班學員本3-1(宗教教育教材),200,JW3-1,200,0
KM3-1,11,幼兒班教員本3-1(宗教教育教材),250,km3-1,250,-3
KE3-1,11,幼兒班習作本3-1(宗教教育教材),200,ke3-1,200,0
LT250,09-1,龍潭建堂奉獻-慈繩愛索250,250,4710012202502,250,15
LT800,09-1,龍潭建堂奉獻-慈繩愛索800,800,4710012208009,800,9
A1817,07-2,科技時代的聰明教養指南(校園),320,9786267385852,320,2
CHT0595,08-1,小淘氣聖經-中英對照(漢語),690,9789625135953,690,1
A1819,07-1,遊戲的神(校園),420,9786267530122,420,1
A1797,07-6,上帝子民的新約導論(校園),3000/1999,9786267530047,1999,0
C161,02-1,福音柑仔店(翁正晃編著),300,9786269905300,300,403
PG27-2,09-1,螢幕播放器擴充記憶卡(臺語),特價500,PG27-2,500,15
PG27-3,09-1,播放器記憶卡(國語),影片500/純聲音299,PG27-3,299,-1
ESV/CN67ATI,01,簡體和合本/ESV中英軟皮聖經,1250/不打折,4712637867203,1250,-2
W960I01,09-3,有你真好/造型石頭燈(華宣),299/特價199,4711342388577,199,24
GS208,09-3,禱告羊香氛片(華宣),69,GS208,69,0
KMU1-2,03-1,幼兒班詩歌本1-2(宗教教育教材),150,kmu1-2,150,-2
SM2-4,03-1,少年班教員本2-4(宗教教育教材),250,sm2-4,250,4
SM3-1,03-1,少年班教員本3-1(宗教教育教材),250,sm3-1,250,4
SM3-2,03-1,少年班教員本3-2(宗教教育教材),250,sm3-2,250,4
PG30-8,09-1,鴿子棒球帽(彎帽沿/櫻花粉),299,4711673082991,299,0
CUP08-1,09-1,百繪教堂貝瓷馬克杯,250/225元,4713211608014,250,-212
CUP08-2,09-1,百繪教堂霧透馬克杯,250/225元,4713211608021,250,-8
CUP08-3,09-1,百繪教堂全透馬克杯,250/225元,4713211608038,250,-6
PG34,09-1,百繪教堂明信片,特價19元,4710304492888,19,734
CUNPCS83A,01,新標點大字硬面橫排聖經,800,9786267223215,800,2
CUNPCS87AZTIFIB,01,新標和合大字橫排拉鍊索引聖經,1600,9786267223222,1600,0
0931,07-1,荒漠甘泉-100年紀念(中主),150,9789575508760,150,6
FBJH6102-04,09-2,經文32k橫線加厚筆記-藍蝶(四季),55,4713027435705,55,15
FBJH6102-05,09-2,經文32k橫線加厚筆記-花恩(四季),55,4713027435712,55,17
FBJH6102-06,09-2,經文32k橫線加厚筆記-粉葉(四季),55,4713027435729,55,17
FBJH4102-04,09-2,經文25k橫線加厚筆記-藍蝶(四季),65,4713027435675,65,12
FBJH4102-05,09-2,經文25k橫線加厚筆記-花恩(四季),65,4713027435682,65,11
FBJH4102-06,09-2,經文25k橫線加厚筆記-粉葉(四季),65,4713027435699,65,9
SAT0098,07-6,聖經家譜一紙通(漢語),450,4895045800304,450,0
PB38,09-1,聖靈報雜誌風格/帆布包,199,4711623801993,199,106
PB39,09-1,聖靈報雜誌風格/帆布袋,199,4711623901990,199,133
H211,05-1,樂譜/路,10,H211,10,917
H212,05-1,樂譜/感恩,10,H212,10,929
H213,05-1,樂譜/謙卑獻上,20,H213,20,955
H214,05-1,樂譜/哈巴谷的信息,20,H214,20,976
PB42P,09-1,臺灣傳教百年紀念手提袋(紫),199,4711624200160,199,69
PB42W,09-1,臺灣傳教百年紀念手提袋(白),199,4711624200245,199,-1
PB42B,09-1,臺灣傳教百年紀念手提袋(黑),199,4711624200023,199,23
CUP09W,09-1,臺灣傳教百年紀念保溫瓶-雪峰白,350,4710100350238,350,17
CUP09PU,09-1,臺灣傳教百年紀念保溫瓶-夢幻紫,350,4710100350214,350,2
CUP09P,09-1,臺灣傳教百年紀念保溫瓶-珊瑚粉,350,4710100350160,350,1
CUP09B,09-1,臺灣傳教百年紀念保溫瓶-靜謐藍,350,4710100350023,350,20
CUP09G,09-1,臺灣傳教百年紀念保溫瓶-薄荷綠,350,4710100350085,350,13
PG37,09-1,臺灣傳教百年紀念胸章,50,4711673700505,50,-208
PG38-1,09-1,臺灣傳教百年紀念對錶(重修白),2026/1926,4711926202619,1926,1
PG38-2,09-1,臺灣傳教百年紀念對錶(開展藍),2026/1926,4711926202626,1926,2
C221,02-1,青春，溫柔以對(游以寧),250,9786269905379,250,224
CUNPSS62PL,01,新標點中型橫排神簡體典雅黑,600,CUNPSS62PL,600,0
PG36XS,09-1,臺灣傳教百年紀念衫04(XS),399/團360,4710009532766,399,0
PG362XL,09-1,臺灣傳教百年紀念衫09(2XL),399/團360,4710008220503,399,-6
SR77ATTIZ2.201,01,麂皮藍銀/拉鍊索引聖經(聖資),1600/買一送一,9786267287590,1600,26
SR77ATTIZ3.101,01,麂皮紅金/拉鍊索引聖經(聖資),1600/買一送一,9786267287583,1600,21
AA1664,08-2,翻翻牧人小故事(中英對照)(中主),290,9789624889468,290,0
AA1638,08-2,兒童創意聖經(中英對照)(中主),405,9789624889338,405,1
S031K,12,郵資(傳單未滿1000張),150,S031K,100,-19
C287,02-1,以弗所書講壇(黃基甸著),350,9786269977802,350,864
THSV62PL,01,泰文聖經(聖經公會),900,9786163391643,900,0
S040D,09-1,週曆手冊(48開)-百年款,50,4711904040509,50,1246
FGK2501-09,09-2,經文慰問卡(四季),25,4713027435415,25,-1
FGK2501-10,09-2,經文慰問卡(四季),25,4713027435422,25,-1
H225,05-1,樂譜/重修牆垣，開展境界,10,h225,10,993
PG41-1,09-1,洗碗棉-鴿子LOGO,39,4711674110396,39,174
PG41-2,09-1,洗碗棉-單鴿橘,39,4711674120395,39,178
PG41-3,09-1,洗碗棉-雙鴿藍,39,4711674130394,39,179
C289,02-1,耶利米哀歌的信息(林賢明著),300,9786269977819,300,991
H226,05-1,樂譜/一生有你,10,h226,10,-4
H227,05-1,樂譜/蒙恩,20,h227,20,-4
H228,05-1,樂譜/失去的感謝,20,h228,20,-7
H229,05-1,樂譜/同心,20,h229,20,-4
H230,05-1,樂譜/求主同住,20,h230,20,-11
H231,05-1,樂譜/到遠方,20,h231,20,-6
H232,05-1,樂譜/獻上至好的,20,h232,20,-8
H233,05-1,樂譜/得神喜悅,10,h233,10,-4
H234,05-1,樂譜/你並不獨行,20,h234,20,-9
H235,05-1,樂譜/全心奉獻,10,h235,10,-4
H236,05-1,樂譜/在你懷中,10,h236,10,-4
H237,05-1,樂譜/牧人的安慰,10,h237,10,-6
FGP007-02,09-2,經文筆記小吊飾-祈禱(四季),38,4713027206015,38,15
FML003-03,09-2,經文不織布吊飾-心孩(四季),40,4713027275059,40,5
FML003-04,09-2,經文不織布吊飾-鴿架(四季),40,4713027275066,40,4
FSD001-01,09-2,經文紙膠帶-耶穌(四季),50,4713027247889,50,2
FSD001-04,09-2,經文紙膠帶-十架(四季),50,4713027247919,50,3
FQ55,09-2,經文盒卡(四季),55,4713027024244,50,9
FTK2501-05,09-2,經文謝卡-金英(四季),25,4713027334183,25,6
FTK2501-04,09-2,經文謝卡-粉花(四季),25,4713027334176,25,6
W960I203,09-3,耶穌愛你/造型石頭燈(華宣),220/特價199,4711342388591,199,7
W960I204,09-3,平安喜樂/造型石頭燈(華宣),220/特價199,4711342388607,199,7
W960I209,09-3,神必照亮/造型石頭燈(華宣),220/特價199,4711342388652,199,7
W960I210,09-3,主深愛你/造型石頭燈(華宣),220/特價199,4711342388669,199,8
H161-H180A,05-1,樂譜紙單譜(米色紙無浮水印),460,H161-H180A,0,-1
H181-H200A,05-1,樂譜紙單譜(米色紙無浮水印),370,H181-H200A,0,-1
PG38-3,09-1,石英錶(WESTCHI),799,4711673837997,799,14
C199,02-1,靈界辨正(許東霖 著),250,9786269793631,250,306
C198,02-1,生命之道(順道文集7),250,9789867893376,250,83
H005,05-1,469首五線譜軟皮讚美詩(15*22CM),250,4710800502005,200,2
E013A,06-2,新約台語讀經CD(18片/盒),500(宣道處),4711013015009,500,0
E013E,06-2,舊約華語讀經CD(3)(16片/箴-瑪),500(宣道處),4711013055005,500,0
E013F,06-2,舊約台語讀經CD(1)(20片/盒),500(宣道處),4711013065004,500,0
130013,03-3,基本信仰(全)(英文版),(150)工本費,130013,150,0
S056A,09-5,快煮壺(1.8L)(富國),1200,S056A,900,0
9781932184419,07-6,以弗所書註釋(美國麥種),1000,9781932184419,1000,1
CM09,02-3,榮美腳蹤使徒行傳查經(江雅各著),240,9789868370159,240,17
130014,03-3,真理提要問答(日文) 郭子嚴 著,(165)工本費,4711300141657,165,11
C203,02-1,溫柔對話(陸瑩華著),150,9789867893413,150,327
E013H,06-2,舊約台語讀經CD(3)(19片/盒),500(宣道處),4711013085002,500,0
CM10,02-3,聖經中的婚姻觀 (黃基甸 著),250,9789868370166,250,0
CU55AJZ,01,輕便型拉鍊牛仔布聖經,750,9789867530479,750,6
CU83AGTI,01,大字版索引金邊漆布聖經(黑),800,9789866674167,800,40
14027,03-2,信仰的追尋-慕道班造就教材,100(工本費),9786269698684,100,-12
C204,02-1,暮蟬秋吟(潘誠人著),250,9789867893437,250,4
NI53,01,日文中型共同譯本(聖經公會),1200,9784820212119,1200,2
H007,05-1,469簡譜中型軟皮讚美詩(紀念版),特價200,4710800702009,200,579
130015,03-3,聖書要道(日文) 楊約翰 著,(330),4711300153308,330,10
P1,09-1,經文原子筆,10,P1,10,759
C206,02-1,瑪拉基書釋義(林永基 著),150,9789867893451,150,183
470-2,08-4,你很特別-經典版(道聲繪本),240(新版),9789570368246,240,3
C208,02-1,5-1教會在以弗所書中的圖像比方,350,9789867893475,350,0
S031A,12,郵資(未滿600元/郵局宅配),65,S031A,65,4632
C207,02-1,五祭要義(陳恆道主講),150,9789860664447,150,633
POS-1,12,折扣金額,,POS-1,0,-55
C209,02-1,拾取麥穗-路得記講壇(羅讚坤著),150,9789867893505,150,414
RCU63A,01,和合修訂中型聖經　　　　　　,450,9789622933729,450,4
CU67AZTI,01,中型索引拉鍊聖經,1250,9789570472080,1250,42
C211,02-1,靈糧分享-哥林多前後書(謝溪海著,100,9789579214001,100,396
CUNP67AZTI,01,新標點中型拉鍊索引皮面聖經,1200,9789867530066,1200,1
C213,02-1,常存之道(順道文集9),250,9789867893536,250,206
H010-1,05-1,英文525首琴譜(美總),400/特價320,4710801012008,320,0
H005-1,05-1,469首簡體五線譜讚美詩(14*20CM),220,4710800511601,220,97
CCT1877,01,靈修版皮面金邊聖經(漢語),1500,9789625138770,1500,0
C215,02-1,舊約聖經中的戰爭 (張天賜著),800,9786269593682,800,290
9789622306110,07-7,舊約神學(彭巴頓 著) (種籽),1100,9789622306110,1100,7
9789881963826,07-6,近看士師記路得記(華宣),300,9789881963826,300,2
C216,02-1,完全之道(順道文集10),250,9789867893567,250,408
R011,07-5,聖經與植物(華宣),290,9789867344083,290,0
9789861982694,07-6,十二先知書(ACCS)(校園),650,9789861982694,650,4
CM13,02-3,彌迦書-萬民啊!你們都要聽,300,9789868370197,300,-1
9781932184457,07-6,詩篇概論(麥種),540,9781932184457,540,1
BS1050,08-5,兒童品格聖經(新約篇）(環球),980,9789888124367,980,1
BS1041,08-5,兒童品格聖經(舊約篇）(環球),980,9789888124183,980,1
12041,04-1,大毛巾/大浴巾 (80cmX150cm),特價400,12041,400,117
P2,09-1,水性原子筆,1枝15元/3枝40元,P2,15,0
S027,02-2,青少年福音傳單,(1.1)/張,S027,1,-195
CU93AG,01,特大字版漆布金邊聖經,1400,9789866674372,1400,27
130016,03-3,Q&A on Biblical Doctrines,(200),4711300162003,200,9
CUNP53A,01,新標點和合本聖經　　　　,380,9789867530127,380,5
C218,02-1,靈糧分享-小先知書1(謝溪海著),300,9789867893598,300,285
H015,05-1,日文469首五線譜讚美詩,特價320,4710801502004,320,70
9789861983103,07-2,性別有自信，孩子更快樂(校園),200,9789861983103,200,1
9789575879488,07-2,麻雀變鳳凰(校園),280,9789575879488,280,1
9789861982434,07-4,因為有愛，才有這個學系(校園),250,9789861982434,250,1
9789861983127,07-4,飛機為什麼沒有撞到羊(校園),250,9789861983127,250,2
9789861983110,07-4,當青蛙念到蝸牛大學(校園),250,9789861983110,250,1
S046I,02-3,迦密週曆手冊/藍.橘.棕,250,4712009654585,250,0
S006D3,04-1,不鏽鋼聖餐壺（600cc）,600,4715660116188,600,8
RCU83A,01,和合修訂大字硬面聖經,1050,9789622933194,1050,1
9789575567118,07-1,如何為工作禱告(華宣),290,9789575567118,290,0
9789861980522,07-1,玩出品格力(校園),380,9789861980522,380,2
9789861981604,07-1,玩出反思力(校園),500,9789861981604,500,2
9789861982144,07-3,宣教中的上帝(校園),700,9789861982144,700,1
9789575878382,07-7,聖經的無誤與難解(增訂版)(校園),400,9789861984704,400,1
9789575879150,07-1,玩出好品格(校園),460,9789575879150,460,2
C220,02-1,讚美詩源考(全套),1000,4710032205002,1000,0
C222,02-1,7折/耶和華忿怒的杯酒(張天賜),400,9789867893611,400,453
1501,01,德文硬面聖經(聖經公會),800(不打折),9783438033666,800,1
9781939251046,07-3,提問式佈道法(麥種),320,9781939251046,320,3
700-1,12,茶葉,另訂,700-1,0,18
TTV363DI,01,現代台語新約聖經附詩箴,400,9789866674396,400,0
9789575566074,07-1,這樣吵好不好？(華宣),220,9789575566074,220,0
700-2,12,咖啡,另訂,700-2,0,0
14029,03-2,婚姻講座-賴英夫編著,50(工本費),4714140291001,50,1
9789861983165,07-1,認識耶穌的十堂課(校園),300,9789861983165,300,1
C223,02-1,迦密甘霖2(順道文集12),180,9789867893659,180,342
9789623992091,07-5,基督教歷史和未來速覽(海天),440,9789623992091,440,2
OCQ002,09-3,中英聖經索引標籤-金色(華宣),50,4719552093816,50,6
OCQ004,09-3,中英聖經索引標籤-兒童(華宣),50,4719552093830,50,13
OCQ001,09-3,中英聖經索引標籤-彩色(華宣),50,4719552093809,50,10
OCQ003,09-3,中英聖經索引標籤-銀色(華宣),50,4719552093823,50,13
9789861983653,07-1,絕版,320,9789861983653,320,0
9789861983622,07-6,以西結書-神榮耀的守望者(校園),550,9789861983622,550,2
9781939251077,07-7,聖經神學與解經講道(麥種),440,9781939251077,440,1
9781939251060,07-7,聖經神學導論(麥種),280,9781939251060,280,2
FTZ2501,09-2,25元經文貼紙(四季),25,4713027174468,25,80
S011I,04-1,教會用信封袋(大),2.5/工本費,S011I,2,0
BC101,08-5,趣智兒童聖經(第一輯)(華宣),800,4895105400765,800,0
9789624574654,07-7,壞鬼釋經:舊約敘事篇(基道),450,9789624574654,450,0
D002,09-1,硬筆書法字帖(聖經金句1),150(八折),9789869195836,150,0
C224,02-1,杏樹枝1 (創.出),250,9789867893673,250,272
12060,03-1,靈言禱告簡介單張,工本費3元,12060,3,1843
CFT2612,07-6,帖前後書(漢語.國際釋經),550,9789625136127,550,0
CFT2772,07-6,約翰福音<上>(漢語.國際釋經),550,9789625137728,550,1
CFT2370,07-6,提前後書.提多書(漢語.國際釋經),640(85折),9789625133706,640,0
CFT2773,07-6,約翰福音<下>(漢語.國際釋經),550,9789625137735,550,1
C225,02-1,馬太福音釋義(蔡梅曦著),300,9789867893666,300,406
CFT0711,07-7,聖經透析(漢語),1000,9789625137117,1000,0
9789861983837,07-7,21世紀基督教靈修學導論(校園),980(75折),9789861983837,980,0
TPV050P,01,菲律賓文聖經,350,9789712909153,350,2
CUNPSB570A01,07-6,創世記研讀本(聖經公會),330,9789866674402,330,3
C226,02-1,杏樹枝2 (利.民.申),250,9789867893680,250,34
GMK001,05-2,教會節期鋼琴奏樂曲集,250,GMK001,250,1
GMK007,05-2,古典的貝莉(匯恩),250,GMK007,250,0
9781939251091,07-7,保羅神學-新舊觀(麥種),800,9781939251091,800,1
9781939251084,07-2,青少年的壓力，我懂(麥種),380,9781939251084,380,3
CUNPSB570A37,07-6,提前後.提多書研讀本(聖經公會),190,9789866674242,190,3
CFT0717,07-7,神學釋經詞典(漢語),1880,9789625137179,1880,1
CHT0983,08-1,好孩子聖經(漢語),600,9789625139838,600,0
BS1080,08-5,寶貝看聖經(環球),800,9789888279005,800,0
C227,02-1,獨一真教會(張福華 著),400,9789867893703,400,130
CUNPSB570A32,07-6,加拉太書研讀本(聖經公會),180,9786267223017,162,2
CUNPSB570A08,07-6,路得記研讀本(聖經公會),100,9789866674327,100,2
CUNPSB570A41,07-6,約翰一二三書研讀本(聖經公會),180,9789866674341,180,2
S13TS01H,01,新譯本/ESV中型中英聖經(環球),1700,9789888279630,1700,0
CAT6991,01,五經新漢語譯本(漢語),330,9789625139913,330,1
CAT6799,01,新漢語/和合對照聖經(漢語),420,9789625137995,420,1
CAT6794,01,新漢語註釋新約聖經(漢語),390,9789625137940,390,0
9789861984155,07-3,世界在等待的門徒(校園),200,9789861984155,200,2
9789861984278,07-1,問出好問題(校園),250,9789861984278,250,4
CUNPSB570A35,07-6,歌羅西.腓利門書研讀本(聖經公會,180,9789866674549,180,3
S057I,04-1,手搖鈴(小),299,4713007933054,299,3
S057J,02-3,手搖鐘(大)迦密,1500,4713007933412,1500,44
CBT4738,01,NLT/新普及新約聖經(漢語),390,9789625137384,390,1
RCU/ESV53,01,和修本/ESV中英對照聖經,1250,9789622932265,1250,0
C232,02-1,約翰福音釋義(林賢明著),200,9789867893765,200,187
C233,02-1,真耶穌教會歷史講義,250,9789867893758,250,0
CM17,02-3,靈思泉湧-從一粒麥子思考起,280/特價220,9789869066822,220,1
TCV057PZ,01,現代中文譯本掌型拉鍊聖經,940,TCV057PZ,940,1
9781939251190,07-3,講道與講道的人(麥種),400,9781939251190,400,2
9789861984483,07-4,燃燒吧!大學魂(校園),320,9789861984483,320,1
14032,03-2,信徒生活手冊(慕道者適用),50,4714140320503,50,8
9781939251213,07-6,以賽亞書註釋上(麥種),1200,9781939251213,1200,2
9781939251220,07-6,以賽亞書註釋下(麥種),1350,9781939251220,1350,2
9789623991728,08-3,故事聖經(海天),650,9789623991728,650,0
9789861983349,07-1,讓查經動起來(校園),380,9789861984896,380,2
9789861981857,07-1,玩出好關係(校園),450,9789861981857,450,2
9789861983523,08-3,聖經故事王7-10(新約篇)(校園),1200,9789861984766,1200,2
9789861984643,08-3,聖經故事王1-6(舊約篇)(校園),1800,9789861984643,1800,2
130020,03-3,聖工幹部講習會教材(聯總版),100,4711300201009,100,15
CFT0756,07-7,希臘文大詞典(漢語),3400,9789625137568,3400,0
9781932184495,07-3,整合心理治療(麥種),600,9781932184495,600,1
9781932184648,07-4,聖經希臘文基礎：作業(麥種),380,9781932184648,380,2
9781939251121,07-6,加拉太書(麥種),880,9781939251121,880,1
CFT2355,07-6,出埃及記(卷上)(漢語.國際釋經),490,9789888286355,490,0
CFT2362,07-6,出埃及記(卷下)(漢語.國際釋經),490,9789888286362,490,0
C238,02-1,杏樹枝3 (書.士.得.撒上下),250,9789867893819,250,136
C239,02-1,歌羅西書釋義(王明昌著),200,9789867893826,200,625
9781939251275,07-7,從釋經到講道(麥種),750,9781939251275,750,1
CM20,02-3,憂鬱症者的療癒與蛻變(林端容),400,9789869066846,400,-1
CUNPSB570A28,07-6,使徒行傳研讀本(聖經公會),550,9789866674693,550,1
S36TS98P,01,環球聖經譯本-新約全書(嚮導版),850,9789888279265,850,1
8502,08-2,聖經找找看(缺貨),350,9789624886702,350,0
8184,01,荷蘭文聖經(聖經公會),1100,9783438081841,1100,2
C240,02-1,杏樹枝4 (王上下.代上下),300,9789867893833,300,230
9789577274878,08-5,蘇老師的故事角(宇宙光),280,9789577274878,280,1
9789861984780,07-1,神國經理人(校園),350,9789861984780,350,1
9789861986234,07-1,為工作立界線(校園),400,9789861981994,380,1
D005,02-1,傳道書略解(林奉來著),30,D005,30,19
D004,02-1,教牧書信略解(林奉來著),60,D004,60,24
LLP374A,07-1,真誠的關係(宇宙光),370,9789624574104,370,1
D003,02-1,玩好生命(北區葡萄園),200,9789868991804,200,0
D006,09-1,九N生存投資遊戲-桌遊(9N),2000(特1200),4710400620000,1200,-1
031001,09-4,著色本(申嘉),50,4713027031013,50,0
031002,09-4,聖經故事拼圖(申嘉),40,4713027031020,40,0
C242,02-1,杏樹枝5 (拉-詩30),300,9789867893864,300,210
GKCNTDIC,07-4,新約希臘文辭典,900,9789622933316,900,3
9781939251251,07-3,從聖經傳講倫理學(麥種),330,9781939251251,330,1
9781939251107,07-6,路得記(麥種),650,9781939251107,650,1
6010,01,希臘原文新約聖經,1200,9781598561647,1200,2
029-1,12,版稅,,029-1,0,14
N001,09-5,破冰Holy High桌遊(道聲),250,4713774267017,250,1
726,08-4,爸爸的頭不見了(道聲繪本),280,9789865809218,280,2
A1575,07-4,史華璐-隱藏的種子(校園),280,9789861985114,280,1
CM21,02-3,羅馬書因信稱義(謝順道著)(迦密),450,9789869066853,450,4
S34TS99H,01,聖經註釋板-新約全書(環球),1300,9789888279142,1300,1
CHT0720,08-1,童心童話聖經故事(中英)(漢語),920,9789888286720,920,0
PH01,05-1,百年紀念創作詩歌本,250/八折,4711621202501,250,122
PE01,06-2,百年紀念詩歌專輯,49,4711621002002,49,0
